device_equip_type,device_eq_description,device_vendor,device_model,device_serial_number,device_ip,device_version_summary,device_mgmt_ip,device_fw_type,device_fw_version,device_contact,device_location,device_hostname,unique_id,device_object,org_id,parent_sn,CLLI_code,collection_timestamp,target,total_eth_ports,up_eth_ports,down_eth_ports,admin_down_eth_ports,device,node_label,node_type,node_id,device_status,timestamp,device_role,_RDA_Id,count_,projectId,customerId,location_locationName,location_longitude,location_latitude,Country,State,City,device_additional_ips,family,Product_Family,product_type,__uuid
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 131,Interface,,,cisco-ra,2025-03-20T12:54:48.436148,,,,,,,,,,,2025-03-20T12:54:50.107154,,17424752903910453590c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 130,Interface,,,cisco-ra,2025-03-20T12:54:48.435928,,,,,,,,,,,2025-03-20T12:54:50.107103,,17424752903900453490c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 129,Interface,,,cisco-ra,2025-03-20T12:54:48.435721,,,,,,,,,,,2025-03-20T12:54:50.107051,,17424752903900453390c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 128,Interface,,,cisco-ra,2025-03-20T12:54:48.435494,,,,,,,,,,,2025-03-20T12:54:50.106999,,17424752903900453290c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 127,Interface,,,cisco-ra,2025-03-20T12:54:48.435272,,,,,,,,,,,2025-03-20T12:54:50.106947,,17424752903900453190c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 126,Interface,,,cisco-ra,2025-03-20T12:54:48.435047,,,,,,,,,,,2025-03-20T12:54:50.106895,,17424752903900453090c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 125,Interface,,,cisco-ra,2025-03-20T12:54:48.434821,,,,,,,,,,,2025-03-20T12:54:50.106841,,17424752903900452990c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 124,Interface,,,cisco-ra,2025-03-20T12:54:48.434603,,,,,,,,,,,2025-03-20T12:54:50.106788,,17424752903900452890c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 123,Interface,,,cisco-ra,2025-03-20T12:54:48.434276,,,,,,,,,,,2025-03-20T12:54:50.106728,,17424752903900452790c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 122,Interface,,,cisco-ra,2025-03-20T12:54:48.434066,,,,,,,,,,,2025-03-20T12:54:50.106653,,17424752903900452690c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 121,Interface,,,cisco-ra,2025-03-20T12:54:48.433848,,,,,,,,,,,2025-03-20T12:54:50.106597,,17424752903900452590c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 120,Interface,,,cisco-ra,2025-03-20T12:54:48.433644,,,,,,,,,,,2025-03-20T12:54:50.106531,,17424752903900452490c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 119,Interface,,,cisco-ra,2025-03-20T12:54:48.433441,,,,,,,,,,,2025-03-20T12:54:50.106477,,17424752903900452390c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 118,Interface,,,cisco-ra,2025-03-20T12:54:48.433238,,,,,,,,,,,2025-03-20T12:54:50.106416,,17424752903900452290c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 117,Interface,,,cisco-ra,2025-03-20T12:54:48.433031,,,,,,,,,,,2025-03-20T12:54:50.106363,,17424752903900452190c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 116,Interface,,,cisco-ra,2025-03-20T12:54:48.432809,,,,,,,,,,,2025-03-20T12:54:50.106307,,17424752903900452090c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 115,Interface,,,cisco-ra,2025-03-20T12:54:48.432593,,,,,,,,,,,2025-03-20T12:54:50.106243,,17424752903900451990c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 114,Interface,,,cisco-ra,2025-03-20T12:54:48.432382,,,,,,,,,,,2025-03-20T12:54:50.106190,,17424752903900451890c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 113,Interface,,,cisco-ra,2025-03-20T12:54:48.432142,,,,,,,,,,,2025-03-20T12:54:50.106139,,17424752903900451790c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 112,Interface,,,cisco-ra,2025-03-20T12:54:48.431920,,,,,,,,,,,2025-03-20T12:54:50.106087,,17424752903900451690c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 111,Interface,,,cisco-ra,2025-03-20T12:54:48.431715,,,,,,,,,,,2025-03-20T12:54:50.106034,,17424752903900451590c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 110,Interface,,,cisco-ra,2025-03-20T12:54:48.431510,,,,,,,,,,,2025-03-20T12:54:50.105980,,17424752903900451490c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 109,Interface,,,cisco-ra,2025-03-20T12:54:48.431307,,,,,,,,,,,2025-03-20T12:54:50.105925,,17424752903900451390c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 108,Interface,,,cisco-ra,2025-03-20T12:54:48.431099,,,,,,,,,,,2025-03-20T12:54:50.105847,,17424752903900451290c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 107,Interface,,,cisco-ra,2025-03-20T12:54:48.430879,,,,,,,,,,,2025-03-20T12:54:50.105794,,17424752903900451190c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 106,Interface,,,cisco-ra,2025-03-20T12:54:48.430665,,,,,,,,,,,2025-03-20T12:54:50.105742,,17424752903900451090c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 105,Interface,,,cisco-ra,2025-03-20T12:54:48.430459,,,,,,,,,,,2025-03-20T12:54:50.105688,,17424752903900450990c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 104,Interface,,,cisco-ra,2025-03-20T12:54:48.430252,,,,,,,,,,,2025-03-20T12:54:50.105634,,17424752903900450890c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 103,Interface,,,cisco-ra,2025-03-20T12:54:48.430040,,,,,,,,,,,2025-03-20T12:54:50.105579,,17424752903900450790c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 102,Interface,,,cisco-ra,2025-03-20T12:54:48.429815,,,,,,,,,,,2025-03-20T12:54:50.105512,,17424752903900450690c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 101,Interface,,,cisco-ra,2025-03-20T12:54:48.429595,,,,,,,,,,,2025-03-20T12:54:50.105460,,17424752903900450590c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 100,Interface,,,cisco-ra,2025-03-20T12:54:48.429313,,,,,,,,,,,2025-03-20T12:54:50.105407,,17424752903900450490c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 99,Interface,,,cisco-ra,2025-03-20T12:54:48.429088,,,,,,,,,,,2025-03-20T12:54:50.105346,,17424752903900450390c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 98,Interface,,,cisco-ra,2025-03-20T12:54:48.428840,,,,,,,,,,,2025-03-20T12:54:50.105294,,17424752903900450290c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 97,Interface,,,cisco-ra,2025-03-20T12:54:48.428531,,,,,,,,,,,2025-03-20T12:54:50.105241,,17424752903900450190c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 96,Interface,,,cisco-ra,2025-03-20T12:54:48.428313,,,,,,,,,,,2025-03-20T12:54:50.105189,,17424752903900450090c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 95,Interface,,,cisco-ra,2025-03-20T12:54:48.428108,,,,,,,,,,,2025-03-20T12:54:50.105136,,17424752903900449990c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 94,Interface,,,cisco-ra,2025-03-20T12:54:48.427888,,,,,,,,,,,2025-03-20T12:54:50.105084,,17424752903900449890c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 93,Interface,,,cisco-ra,2025-03-20T12:54:48.427685,,,,,,,,,,,2025-03-20T12:54:50.105031,,17424752903900449790c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 92,Interface,,,cisco-ra,2025-03-20T12:54:48.427480,,,,,,,,,,,2025-03-20T12:54:50.104978,,17424752903900449690c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 91,Interface,,,cisco-ra,2025-03-20T12:54:48.427274,,,,,,,,,,,2025-03-20T12:54:50.104924,,17424752903900449590c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 90,Interface,,,cisco-ra,2025-03-20T12:54:48.427062,,,,,,,,,,,2025-03-20T12:54:50.104872,,17424752903900449490c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 89,Interface,,,cisco-ra,2025-03-20T12:54:48.426811,,,,,,,,,,,2025-03-20T12:54:50.104820,,17424752903900449390c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 88,Interface,,,cisco-ra,2025-03-20T12:54:48.426534,,,,,,,,,,,2025-03-20T12:54:50.104766,,17424752903900449290c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 87,Interface,,,cisco-ra,2025-03-20T12:54:48.426332,,,,,,,,,,,2025-03-20T12:54:50.104712,,17424752903900449190c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 86,Interface,,,cisco-ra,2025-03-20T12:54:48.426127,,,,,,,,,,,2025-03-20T12:54:50.104659,,17424752903900449090c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 85,Interface,,,cisco-ra,2025-03-20T12:54:48.425907,,,,,,,,,,,2025-03-20T12:54:50.104605,,17424752903900448990c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 84,Interface,,,cisco-ra,2025-03-20T12:54:48.425702,,,,,,,,,,,2025-03-20T12:54:50.104538,,17424752903900448890c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 83,Interface,,,cisco-ra,2025-03-20T12:54:48.425495,,,,,,,,,,,2025-03-20T12:54:50.104485,,17424752903900448790c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 82,Interface,,,cisco-ra,2025-03-20T12:54:48.425276,,,,,,,,,,,2025-03-20T12:54:50.104434,,17424752903900448690c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 81,Interface,,,cisco-ra,2025-03-20T12:54:48.425057,,,,,,,,,,,2025-03-20T12:54:50.104381,,17424752903900448590c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 80,Interface,,,cisco-ra,2025-03-20T12:54:48.424839,,,,,,,,,,,2025-03-20T12:54:50.104328,,17424752903900448490c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 79,Interface,,,cisco-ra,2025-03-20T12:54:48.424635,,,,,,,,,,,2025-03-20T12:54:50.104274,,17424752903900448390c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 78,Interface,,,cisco-ra,2025-03-20T12:54:48.424426,,,,,,,,,,,2025-03-20T12:54:50.104221,,17424752903900448290c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 77,Interface,,,cisco-ra,2025-03-20T12:54:48.424221,,,,,,,,,,,2025-03-20T12:54:50.104168,,17424752903900448190c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 76,Interface,,,cisco-ra,2025-03-20T12:54:48.424011,,,,,,,,,,,2025-03-20T12:54:50.104115,,17424752903900448090c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 75,Interface,,,cisco-ra,2025-03-20T12:54:48.423785,,,,,,,,,,,2025-03-20T12:54:50.104062,,17424752903900447990c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 74,Interface,,,cisco-ra,2025-03-20T12:54:48.423564,,,,,,,,,,,2025-03-20T12:54:50.104010,,17424752903900447890c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 73,Interface,,,cisco-ra,2025-03-20T12:54:48.423262,,,,,,,,,,,2025-03-20T12:54:50.103959,,17424752903900447790c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 72,Interface,,,cisco-ra,2025-03-20T12:54:48.423041,,,,,,,,,,,2025-03-20T12:54:50.103908,,17424752903900447690c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 71,Interface,,,cisco-ra,2025-03-20T12:54:48.422700,,,,,,,,,,,2025-03-20T12:54:50.103855,,17424752903900447590c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 70,Interface,,,cisco-ra,2025-03-20T12:54:48.422492,,,,,,,,,,,2025-03-20T12:54:50.103802,,17424752903900447490c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 69,Interface,,,cisco-ra,2025-03-20T12:54:48.422274,,,,,,,,,,,2025-03-20T12:54:50.103749,,17424752903900447390c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 68,Interface,,,cisco-ra,2025-03-20T12:54:48.422062,,,,,,,,,,,2025-03-20T12:54:50.103695,,17424752903900447290c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 67,Interface,,,cisco-ra,2025-03-20T12:54:48.421839,,,,,,,,,,,2025-03-20T12:54:50.103643,,17424752903900447190c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 66,Interface,,,cisco-ra,2025-03-20T12:54:48.421630,,,,,,,,,,,2025-03-20T12:54:50.103583,,17424752903900447090c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 65,Interface,,,cisco-ra,2025-03-20T12:54:48.421418,,,,,,,,,,,2025-03-20T12:54:50.103504,,17424752903900446990c6c138,1,,,,,,,,,,,,,
,WS-C3650-48PQ-E,Cisco Systems,WS-C3650-48PQ-E,FDO2106E06M,10.95.158.83,,10.95.158.83,Cisco IOS,16.12.5prd2,Not Available,Not Available,cisco-rack-01,10.95.158.83_unrouted VLAN 64,Interface,,,cisco-ra,2025-03-20T12:54:48.421179,,,,,,,,,,,2025-03-20T12:54:50.103451,,17424752903900446890c6c138,1,,,,,,,,,,,,,
